mean_q,mean_r,mean_s,stdev_q,stdev_r,stdev_s,mean_qrs_interval,mean_rr_interval,mean_rq_amplitude,person
-0.5538660579866473,0.5342139223855462,0.05788390725826275,0.0,0.0,0.0,,1.0880799803721937,75.0,tr13-0547
-0.19466922462304245,0.2160513055033744,0.14433227266690016,0.3164262666702228,0.02330410684215256,0.05098880734798614,456.6666666666666,0.4107205301264169,62.5,tr13-0547
-0.12495615298171638,0.26224327784296303,0.1660854504483198,0.3748225968033142,0.009628390576710966,0.04789593399529705,487.5,0.3871994308246794,70.0,tr13-0547
-0.1508820226387441,0.2294765851084208,0.16644782459964505,0.3474690960250604,0.021718234233221275,0.03699117794983618,497.5,0.38035860774716496,61.66666666666666,tr13-0547
-0.14756076177050187,0.21024088309527708,0.16160686012431175,0.3082039206305001,0.03655205885927805,0.04064602295659686,515.0,0.357801644865779,61.66666666666666,tr13-0547
-0.2457933770035457,0.19786446377674927,0.1470735690417752,0.31173384589696784,0.0401622635195908,0.04573239327931649,483.33333333333337,0.44365784078029497,53.75,tr13-0547
-0.2357493500580435,0.1961691750793602,0.14225648086489104,0.32671720843429863,0.0404432761550025,0.04500705483347736,490.0,0.4319185251374037,55.0,tr13-0547
-0.23754127121137586,0.1871766324103206,0.14256815114917198,0.3042878302028296,0.045326509376488654,0.04944350833118606,495.0,0.4247179036216964,53.75,tr13-0547
-0.342006321611688,0.17367723243050212,0.1251398029042464,0.2887990907104079,0.042500254248856575,0.04545476142354443,557.5,0.51568355404219,48.33333333333334,tr13-0547
0.06392133872550887,0.23481269262450044,0.19058773368834592,0.013522879578464722,0.0007011764719222491,0.0014859292635884258,1105.0,0.17089135389899154,75.0,tr13-0547
-0.1212101909799803,0.21947801324700925,0.1591678472939675,0.3075202240722593,0.029551417071133426,0.03961121233566058,542.5,0.3406882042269895,70.0,tr13-0547
-0.2424621901995385,0.2383607750260273,0.14706326769557268,0.3562202054169107,0.007938260351639605,0.04239847807142538,481.6666666666666,0.4808229652255659,65.0,tr13-0547
-0.2711317364966822,0.20049704996384715,0.15405599591060173,0.3174009102814291,0.03205411676902819,0.03910070608147562,481.6666666666666,0.4716287864605294,55.0,tr13-0547
-0.1504906105739475,0.2202712768362836,0.16755019470927954,0.2757588098555661,0.03215293503034439,0.04351178862969489,522.5,0.3707618874102312,70.0,tr13-0547
-0.27589058692937696,0.2198436303277477,0.15010632680412778,0.3263964109080005,0.022891388860305475,0.04977322624031946,470.0,0.4957342172571247,60.0,tr13-0547
-0.2739040919363349,0.22071894894260136,0.1387356764578045,0.33945256992702283,0.03572402197152992,0.033002805883342236,461.6666666666666,0.4946230408789362,61.25,tr13-0547
-0.4890247778453314,0.653073553227205,0.07119471376447191,0.0,0.0,0.0,,1.1420983310725363,75.0,tr13-0547
-0.2477814544649605,0.19133437337099696,0.13428671247171434,0.33752444860622965,0.03559240234246152,0.05092423995710605,568.3333333333334,0.4391158278359575,61.25,tr13-0547
-0.13283808406320632,0.2411773661496931,0.17298144842470956,0.3489263917283905,0.031911125771126835,0.04304614402386109,530.0,0.3740154502128994,68.33333333333333,tr13-0547
-0.2591792609972348,0.19694587473572545,0.15007539218964885,0.3136211022927797,0.04145216812136003,0.04849516355537825,561.6666666666666,0.4561251357329602,55.0,tr13-0547
0.09711621180545184,0.2346776641504243,0.1848719411149904,0.011899455872846292,0.0008874348786129943,0.0052736378399911715,1065.0,0.1375614523449724,75.0,tr13-0547
-0.13830375189523,0.2082966060095692,0.15666542869633765,0.2992366433532381,0.03917560989486063,0.04341658156714392,540.0,0.3466003579047992,61.66666666666666,tr13-0547
-0.26259784114293744,0.20760004956027867,0.15550681277416895,0.3223392041163708,0.03311939152097302,0.042165062020588825,486.6666666666666,0.4701978907032161,65.0,tr13-0547
-0.2621308595106338,0.2557634996109722,0.1470678830764099,0.3629126131114908,0.008323243085321078,0.04608234508451204,483.33333333333337,0.5178943591216061,66.25,tr13-0547
-0.41480915231748056,0.21281811670846773,0.15089168299502115,0.3220789106057366,0.026774317608120927,0.034505421530602425,540.0,0.6276272690259482,55.0,tr13-0547
-0.3598557386588221,0.17891908904741424,0.132252063663535,0.30648674846738616,0.03882677526695346,0.038889556345528715,542.5,0.5387748277062364,46.66666666666666,tr13-0547
-1.0890438419837127,1.3914875121788015,1.0960592131876394,0.0,0.0,0.0,,2.4805313541625145,75.0,tr13-0547
-0.16550152287664818,0.19538729644289088,0.15627929376090452,0.3023492364064165,0.0309184813986314,0.04041411493474618,545.0,0.3608888193195392,68.33333333333333,tr13-0547
-0.16360010106020173,0.4377144258007524,0.22784593068037645,0.023967112727852468,0.0214053002330501,0.014681285135256256,200.0,0.6013145268609541,75.0,tr13-0547
-0.2444072515369441,0.20246818767497704,0.14708935327646233,0.33890977092434793,0.04132279535737577,0.04205000476305523,551.6666666666666,0.4468754392119211,55.0,tr13-0547
